frame_index,timestamp_ms,left_knee_2d,right_knee_2d,left_hip_2d,right_hip_2d,left_knee_3d,right_knee_3d,left_hip_3d,right_hip_3d,left_knee_2d_smoothed,right_knee_2d_smoothed
45,750,163.43927222036925,167.1585814338628,154.3276802297902,169.4782157327581,153.64360942967886,161.60641633425828,166.3750435629776,168.0476477571492,160.13355080356956,167.20348795662343
46,767,164.12707341839362,166.50031256312377,154.538986769458,169.4754004415294,150.16910996886543,161.53154628676373,162.687034671599,168.04767819407905,161.6723654296346,167.05238786926358
47,783,165.00494924574073,166.53871880846125,154.75069151924498,169.62799402014844,150.01504298511622,161.14147447799255,161.3969811614861,167.99954247162873,162.93985683932766,166.92925610196852
48,800,165.63608883765494,166.26906604401938,155.0474144537857,169.76521210693144,151.05724221852847,158.81089784679048,162.0239608214406,168.0696634920579,164.01082535687053,166.74572407407283
49,817,166.22042093207696,166.47786610429478,155.18999643488655,169.9575743303969,150.79493313237393,157.7659954147319,159.6409937464653,167.67980557073176,164.8855609308471,166.58890899075237
50,833,166.3756673016096,166.34066930719035,155.32014255861841,170.0986541121681,154.99418332101365,158.2789054191398,160.38428210414122,169.63517250587682,165.47283994709517,166.4253265654179
51,850,166.68664359901595,166.18552126050167,155.5041307845955,170.16377299980152,159.29500843607278,160.22519111955958,160.35867185089322,171.83858285925538,165.98475398321963,166.36236830489347
52,867,167.79074131793053,166.16965730739574,155.6982815790306,170.49072256911532,159.49843689167346,161.15513175591408,160.19809417487534,175.23016358865902,166.5419123976576,166.28855600468037
53,883,168.59003642155403,166.25108051274444,156.03616658597247,170.53149411513326,160.89664714981947,161.10712707093157,160.2982256888855,176.29374319151043,167.1327019144374,166.2849588984254
54,900,169.34299340553807,166.22968650630537,156.14392611421783,170.63025297606563,161.74239265421232,162.2377814816636,159.5721557370255,175.71799266163362,167.75721640912963,166.23532297882753
55,917,170.36877902535417,166.36022856395218,156.1043168614136,170.75853164364747,163.3297513166238,163.137001079951,159.2443584002323,176.5837912740096,168.55583875387856,166.2392348301799
56,933,171.05428883432657,166.73724971251596,156.3717334248396,170.95591815610527,162.26925945478473,162.48113129866402,158.3533817793356,176.95460704112944,169.4293678009407,166.34958052058272
57,950,172.21460583534434,166.74679940526025,156.17067859044244,171.07107565344032,163.0013624999135,163.73887750333293,158.4029651153172,176.97009942430347,170.31414070442344,166.46500894015566
58,967,172.50291256559328,167.03748176980255,156.1587525111888,171.23788558391487,163.7578863145209,163.345192698288,156.7680794628825,177.42761769450635,171.09671593323128,166.62228919156726
59,983,172.96171332740275,166.9201463707521,156.2118262866608,171.32527276835702,161.8823675262828,163.91691567043577,157.4981958732125,177.8563242666906,171.82045991760424,166.76038116445662
60,1000,173.30932153861795,166.92017918218218,156.31635793155428,171.44899932940132,161.3949662655714,163.80242704620892,157.4811101068908,178.16962910714895,172.40856842025698,166.8723712881026
61,1017,174.03263036635514,166.85727649244362,156.62621407044054,171.60055988578193,160.4000644138269,163.99271955616888,158.37574306678354,178.1284864793805,173.0042367266627,166.89637664408812
62,1033,174.6873049854645,166.72673570627916,156.57498827453546,171.99740491776186,160.6071599133113,163.76985206382594,158.1971799001073,178.20333282671731,173.49877655668672,166.89236390429193
63,1050,175.08656109228411,166.95323611027843,156.5102083224071,172.20881263185828,160.60106297898605,163.27144886012204,158.48621554050354,177.8303305315132,174.01550626202487,166.8755147723871
64,1067,175.73794839535282,166.50203337232278,156.83004511108763,172.03484195347673,161.5810967565685,161.25700869233245,156.66886568215978,178.02886756014368,174.57075327561492,166.79189217270124
65,1083,176.28313400178402,166.3114107366754,156.91839246653907,172.0228470255153,160.33864502512853,161.5313681117541,157.53760448020333,177.23239558993942,175.1655157682481,166.67013848359989
66,1100,176.91952427184506,165.99965399542893,156.93669563282012,172.4220910298042,160.61253990160023,160.47744268364414,157.7169057243269,176.99671639227236,175.7428945493461,166.49861398419694
67,1117,177.6867617959319,165.02176785517034,157.17743594905366,172.5126093381194,160.4466343340558,157.6810350066885,156.98825021701575,177.13404797276573,176.34278591143956,166.15762041397517
68,1133,178.51776232242,163.71436725446074,157.62860803395637,172.25232317408185,159.73489672929338,156.13134188060337,155.99243704595796,177.45795951914096,177.02902615746677,165.50984664281162
69,1150,178.55078015175064,163.04513490795264,157.83543915644975,171.97491055708704,158.15976523548338,153.82776589390377,155.85967099186186,178.18795584662203,177.59159250874632,164.8184669499376
70,1167,178.36075586769343,162.03465163636736,157.91476821776834,171.55903902172452,157.60235511034426,153.12699494518333,156.4592599645679,178.08821211501407,178.0071168819282,163.963115129876
71,1183,178.13011643764276,160.78780549878667,158.58250685228631,170.71345144384316,156.2869477921385,152.6118852840946,156.04343078040722,176.8233212606955,178.24923531508773,162.92074543054756
72,1200,177.20052148112813,160.3040905291347,158.6890424500654,170.56140227542573,155.41684078839992,153.19911586613486,156.44074473386453,175.4372400288776,178.151987252127,161.97720996534042
73,1217,175.1548575478389,158.8551693033727,158.88346916262847,169.36733429318443,152.75768029097378,152.5380787952946,155.66862676981086,175.1765520315775,177.47940629721077,161.00537037512282
74,1233,174.04954024458388,157.92577890205496,158.75525280020142,168.7800781511698,151.33387423973454,154.40597126188257,156.13360893704206,174.2143212759561,176.57915831577742,159.9814991739433
75,1250,174.6996302371355,155.78332954051933,160.40776410631133,167.40037232456422,150.8941130441193,156.2945982061266,160.08116852048687,172.149213401551,175.84693318966583,158.73123475477368
76,1267,174.74900631807006,153.42685997397132,161.84335107052306,165.85600214066906,148.96031948505876,154.91924721947223,163.27320481895293,171.9811187701833,175.1707111657513,157.2590456498106
77,1283,174.6253757650081,151.70470775302906,163.10092443522984,164.77777446140055,149.4063985310699,153.76557971064,165.5690790795935,171.42411217772604,174.6556820225273,155.53916909458945
78,1300,174.04600329803725,149.94415149830348,163.7899069792559,163.8862669327049,149.42616877403074,152.4593622668478,167.67861807606917,170.5681070845139,174.43391117256698,153.75696553357562
79,1317,173.3527451574912,148.53114641248914,164.88992771225048,162.750201752835,148.78917115794437,150.15289658831534,168.7313700151784,170.60251333273743,174.29455215514844,151.87803903566245
80,1333,173.83500358002172,147.6430418675111,166.42056291736517,162.54145572225255,148.64331481159456,145.643787858417,168.3939209908045,171.15774455038655,174.12162682372568,150.24998150106083
81,1350,173.30577009635877,146.58416587197357,166.78545771247764,162.38812637463218,148.79679641128973,135.5514204039399,168.12081160347546,171.55959442846608,173.83297957938342,148.88144268066128
82,1367,172.5082726735337,145.9751146150718,166.3125267227842,162.29304599984505,148.40981803081732,132.95089841714423,167.89948141697522,171.45914847990863,173.40955896108852,147.7355240530698
83,1383,171.87688727631283,145.5431365608685,165.91665347823977,162.24527059699668,148.79602126076597,130.5731858312239,168.03351807446134,171.01811637386422,172.97573575674363,146.8553210655828
84,1400,171.7718601056554,145.7992183074046,165.75614982927803,162.47377669234774,148.8310797960207,132.68122932133718,168.03365627986125,171.66539284143406,172.6595587463765,146.3089354445659
85,1417,171.39664778449054,146.75948173126514,164.7671961883076,163.2709216132324,149.41883409052733,134.23452465731273,167.98523650425227,172.44014933167858,172.17188758727025,146.13222341731674
86,1433,171.5113405287089,148.09583149631342,163.9203115366509,163.93176826374977,150.62026386402394,138.20817376237073,168.68890288881482,172.86076765704698,171.81300167374025,146.43455654218468
87,1450,171.2617416190046,150.6426078658126,163.75616463466753,164.80500490742318,150.17357220561482,139.01146833910138,167.85458951400193,173.2929696139608,171.56369546283446,147.36805519233286
88,1467,171.29415152473598,154.0298906372706,163.71504654267378,165.42090106297337,150.485107372632,143.30533004019057,166.58235905732056,173.53713100252205,171.4471483125191,149.06540600761326
89,1484,171.29065071088124,159.98301545387747,162.9997955747687,167.18181267019798,151.4799853462406,149.19501472696567,165.33186228425453,173.93378628439086,171.35090643356426,151.90216543690784
90,1500,171.9200095018666,163.81574763137888,163.52268702761188,167.51064306980052,151.839512491745,152.7934580516933,165.93880366527483,174.02465460659147,171.45557877703945,155.3134186169306
91,1517,172.02163749845658,166.83992124696078,163.25078019087871,168.0675964892941,152.79755562926928,157.62560173064955,166.70104564984769,173.654546016512,171.557638170989,159.06223656706007
92,1534,172.04350795275548,169.53023922884393,163.36910877347938,168.65402683297327,152.09666066279337,159.02359362534014,167.2790184716028,172.527465326107,171.71399143773917,162.83976283966632
93,1550,172.44316639849558,171.64474929778333,163.6459404418402,169.08301258573766,152.91555030776524,158.7299600271452,166.77033288061358,169.88483790995474,171.9437944124911,166.3627345717689
94,1567,172.74356855878284,173.60827805333733,163.81833873175893,169.71605402064802,154.6097312601333,159.95559695921713,166.99315606199218,170.0237464757279,172.2343779820714,169.08778709166086
95,1584,172.96514213318244,175.20432588027438,164.2915379688649,170.12807227933342,157.8630394853836,161.97205136763102,168.19649408129513,170.14094708897318,172.4434045083346,171.36550274143994
96,1600,173.1536220684608,176.62253058568047,164.37765611765286,171.1056805576643,158.2194049731321,161.2318657696483,167.95520106484176,169.24560551718355,172.6698014223354,173.32202460918387
97,1617,173.68531707761966,177.2867802708556,164.8087038105611,171.25521582859955,160.83172400597155,163.1650235712397,169.39274472641856,169.43757572403524,172.99816324730824,174.87333281758623
98,1634,174.25354074888233,178.68179782750383,165.18849633399134,171.84143030043458,161.0831641294347,163.47278533437503,169.17744043020636,167.2351246983334,173.3602381173856,176.28074252353034
99,1650,174.7989003360777,179.6789190526007,165.79810640070127,172.1771260288454,161.26555186575925,163.00286482883487,169.15645764373323,163.31063703155507,173.77130447284458,177.494870723383
100,1667,175.228050482344,179.57813942130713,166.3896596755179,172.59854907124304,165.08855510834397,162.13136394767412,168.93407666097434,161.56338995332646,174.22388614267692,178.36963343158953
101,1684,175.4955864278748,179.92872325650708,166.78377292564724,173.01840788854588,164.02540192401668,160.52022107408806,170.16487236045336,165.07282542152058,174.6922790145597,179.03087196575487
102,1700,176.0053709729459,179.49600377577056,167.2261565802012,173.65258217461025,163.00085467277356,160.03346001663522,169.95555374112692,164.5315886540979,175.15628979362495,179.47271666673785
103,1717,176.4115499763397,177.7415921344965,167.8077889025404,175.048695648111,164.24761715357994,160.42244980452625,168.3951117092958,162.63420343985703,175.58789163911644,179.28467552813638
104,1734,176.64151802385348,176.8275807798636,168.28673603011802,176.43549917905614,162.9612659190267,160.83895564136768,164.4801651612125,161.7911302291872,175.95641517667158,178.71440787358898
105,1750,176.82525495799894,176.02767042085324,168.97006790033785,177.3874463536185,161.18447844541987,160.21104567899945,164.06492203713606,161.37741600293666,176.27585607180256,178.00431407349822
106,1767,175.7886298388397,174.8818924204928,169.26185251677242,178.42567789202118,159.55749934587757,160.4998692249627,164.31688746052083,161.41198288365618,176.33446475399555,176.99494790629535
107,1784,175.3756821882667,174.10021051401927,169.99149435133208,179.43988442024013,160.71362754138997,160.71696003617927,165.47071943728176,162.49922190223492,176.2085269970597,175.9157892539451
108,1800,175.17555357994766,176.01189208379105,170.3147561811605,179.29124824395942,159.821374415109,163.18443477976274,159.84276898522856,162.10807478542733,175.96132771778127,175.569849243804
109,1817,174.92130657250377,176.11325988347966,170.63482473006667,179.34244030010257,158.35656922464256,162.51145961250455,160.54478217146266,162.2584869901651,175.61728542751135,175.4269850645272
110,1834,174.1450328102622,177.7044792688324,170.7016838121028,178.58751091721652,160.1852330679518,162.79886633837467,161.95321363843652,162.92737591158595,175.08124099796402,175.76234683412306
111,1850,173.5281754788171,178.8202297579954,170.63306607183873,177.95826903151107,159.67627524318024,163.1340068212318,164.51068150874173,163.81118660203768,174.62915012595948,176.55001430162355
112,1867,173.2840134762433,179.63971050732707,170.86683957752624,177.5452587347685,158.9496089485681,166.90034371276522,166.97087531117054,168.0682901148416,174.2108163835548,177.6579143002851
113,1884,173.0458839369393,179.2224495958113,170.89314849568524,176.8472224420373,158.90293936731388,167.85854167956148,168.5745290768464,169.33384587532905,173.78488245495313,178.30002580268916
114,1900,172.1598635413633,179.02265575516432,171.00471112207504,176.13683845920616,159.300863904081,168.84442316836552,173.7427916766685,168.41741892759427,173.23259384872503,178.8819049770261
115,1917,171.29457904564066,177.53039421126755,171.03224045219324,175.3680671268871,159.5218567479469,168.5736807925805,173.6279569670352,169.83717581461096,172.66250309580073,178.84708796551314
116,1934,168.93272112019034,176.25055888533245,170.4147382006163,174.59670099052607,155.83146450993777,168.40084511626168,177.5237832880153,169.39683207243704,171.74341222407537,178.33315379098053
117,1950,166.53272571202214,176.32632697402366,169.56451605912218,174.2053196395018,154.7922780552365,168.9806042098815,176.52488690914691,168.9640438936816,170.39315467123114,177.67047708431986
118,1967,164.28695204570536,176.5675897547984,168.96851035213888,174.16453538470256,153.47719040558786,168.9402699228345,174.70083006421942,169.2371006775001,168.64136829298437,177.13950511611728
119,1984,161.40472192500079,175.7132911998462,168.0372398794658,173.86908631315475,151.13931024458842,166.2833733617856,176.96298091263165,169.39598719180137,166.49033996971187,176.47763220505368
120,2000,159.89053871183708,173.48917690603844,167.44909261529259,173.1094761734038,151.19430490044917,163.63190800065604,177.4573539894162,169.37766808505708,164.20953190295114,175.66938874400785
121,2017,156.26593335477483,172.23535723448916,165.6171878801727,173.31207061395014,148.03442055305908,162.58287932682407,175.54950127514394,169.40299787631318,161.67617434986803,174.86634841383915
122,2034,152.5440516241557,170.53834565470743,163.31164652212877,172.970073596124,144.1314085760087,162.61187712496678,174.15208971831836,169.91523587163366,158.87843953229475,173.7087521499759
123,2050,151.32040146336718,169.99543774099791,161.37393237883595,173.69462044886822,144.72724192887225,164.09326735600638,174.20269830056273,172.22190450778496,156.2851294158271,172.39432174721583
124,2067,148.7235033660591,168.43578397256564,159.69761780137358,173.4948838796293,143.25208315674345,164.03891490803707,174.2900722745756,172.6501591716031,153.74888570403877,170.9388203017597
125,2084,149.79823157815753,167.44831166301947,159.6467868138986,173.25010617555478,142.95115095084415,164.6598083739922,174.44936228466113,174.59694929881388,151.7304242773029,169.73064725315592
126,2100,150.76599025164205,167.0528660067989,159.9276666575044,173.1324958748464,143.2663836668475,165.54791814282777,173.90986271773872,175.82374703450012,150.6304356566763,168.69414900761788
127,2117,151.9964834192278,167.36646392343062,159.8368203186933,173.06986544488907,144.7114070641904,166.68849103221785,173.1646276660238,175.6475161745307,150.52092201569076,168.0597726613625
128,2134,154.72665515353754,168.1322425380597,159.5483847504262,174.00790845893306,145.47090852817948,167.73241079788323,172.60294853391073,175.05703940184424,151.20217275372482,167.6871336207749
129,2150,157.7408390640807,168.68482226749802,158.61518384259992,174.86490957240963,145.0650361959751,169.51173127545368,171.8188158741416,174.4122114455154,153.00563989332912,167.73694127976134
130,2167,165.16218260076064,169.23577660419235,158.21225736149822,176.04932624175655,145.1300993583151,168.70150808513569,172.05105336554675,174.1691758254091,156.07843009784975,168.09443426799592
131,2184,170.89165787260495,169.63894879571203,157.85238226102962,177.20386257628,145.80812762997255,167.6261447719263,172.55355022904308,173.96172424480724,160.10356362204232,168.61165082577855
132,2201,178.79979807397365,170.45215989326863,158.4343409405351,178.83519553467255,142.7793123262796,168.05376449927869,174.03592601622665,173.48958112563918,165.46422655299148,169.22879001974616
133,2217,172.90264108410523,170.31046700072685,160.68446779686482,178.76470230573955,137.52987812185012,168.95707539267323,175.8415805951036,173.65115408491013,169.09942373910502,169.66443491227957
134,2234,166.2585321462303,170.4459074857776,161.48727757186768,179.32044642733993,133.74238863666926,168.51148163321983,173.61794820712106,173.23467514424075,170.80296235553493,170.01665195593552
135,2251,162.16635109287398,170.5412929730907,162.21457928456115,179.41422467412062,130.8028888509994,166.92110337451481,169.2611908258882,172.7239928142974,170.2037960539576,170.27775522971515
136,2267,159.17601669990336,170.65918173163104,161.91216560035858,179.65483009677584,136.08412322980146,166.42752190136684,165.42875882257655,171.37429005338254,167.8606678194173,170.48180181689898
137,2284,159.47662654309025,170.455925240043,161.18385176444443,179.69536312138038,142.88318109293647,166.26334147283475,165.04702749855383,170.8831876071835,163.9960335132406,170.48255488625384
138,2301,160.31273643293153,169.36031495821445,159.77698593084654,179.54089916468456,147.9540161570877,166.44170228838198,165.55581417087592,170.63487855220384,161.47805258300588,170.29252447775136
139,2317,159.7229256393794,169.2067475415302,159.71595297710076,179.36186536278166,152.32498683557125,166.8534596499755,165.40403250056718,170.72344245087152,160.1709312816357,170.04469248890186
140,2334,160.7484668995017,168.09040659318887,158.82179921105762,179.00869392031086,154.80790066189903,166.6631169041599,163.2749754931232,171.05039367671435,159.88735444296123,169.55451521292153
141,2351,160.23270203390868,166.3469450692671,158.9865406598437,179.80628662063586,155.37971552266328,165.923957175384,162.87439821674496,172.04423932801333,160.09869150976232,168.69206788044875
142,2367,160.36765366771084,162.8947566419215,158.54559505186973,179.00060314244217,156.64288824829922,164.6425698560514,161.82241748838152,173.0242434510809,160.27689693468642,167.17983416082444
143,2384,162.09695449847175,161.54575786541054,157.698971245136,178.74310709500125,156.53859010616148,162.0080043647859,159.674567924084,173.35742466012678,160.6337405477945,165.61692274226365
144,2401,164.32921704803417,160.47253918562956,157.881728748461,178.2386115358027,157.8592267222831,161.97175226547233,156.45878006385664,173.49259786482003,161.55499882952543,163.87008107108352
145,2417,167.06646989763655,160.00374379836828,157.20181378385416,178.3033625695962,158.7797578142028,162.40784660624368,154.6238505560878,173.3917902580727,162.81859942915239,162.2527485121194
146,2434,172.51796579682616,159.35239043147791,156.5509627885896,178.11565275236427,159.63601579365456,161.71558625751967,155.17451797832638,172.9456815720468,165.2756521817359,160.85383758456157
147,2451,177.31144800777784,157.49983493515037,155.82676199052835,177.57350281786006,160.19732108953258,162.95721395228304,154.20718996021967,173.2217293959988,168.66441104974928,159.77485324320736
148,2467,179.05109712550592,157.2079167267297,155.9067858445313,177.92353821270407,159.85141280016097,162.92621421539926,156.16959200716374,173.68351186881657,172.05523957515612,158.9072850154712
149,2484,175.78408548313766,156.1844746863826,156.44874581853358,177.6193119516021,161.10414303643387,162.9726864528602,159.5531403345067,173.52733010356047,174.34621326217683,158.04967211562177
150,2501,174.36231206890324,155.52243422243066,156.26641684594975,178.94100516998063,161.669196196193,157.6659156527873,160.51801668031266,173.35720469064844,175.80538169643017,157.15341020043428
151,2517,172.05101621306272,158.35538948529543,156.51504830129525,179.9249695584888,163.23941324533322,166.03968165761717,161.60376089290565,173.54982588238886,175.71199177967748,156.95401001119774
152,2534,173.21357237140356,160.3408426264729,156.79612598686955,178.79037229480838,163.3743160505,168.08857901539395,161.02975304877287,173.52894189663456,174.89241665240257,157.52221154946227
153,2551,174.2466857128973,161.1922572841594,156.864368862045,178.0204057776749,163.07559774370102,166.906920874301,160.91316836252608,173.19954522620134,173.9315343698809,158.31907966094818
154,2567,176.54064370454984,162.0607811536761,158.1543039004313,177.24269655918644,163.86865090081594,166.46590453424085,160.46739457410007,172.3779433693627,174.0828460141633,159.49434095440688
155,2584,179.62224850303778,162.9260628129023,160.06339328784742,176.6628240847623,163.61012020243447,166.8510241145766,159.78589884023071,171.19866307281478,175.13483330099024,160.9750666725012
156,2601,177.8924160088737,165.8060366103355,160.62474143488564,175.12051849130066,163.34408053584147,168.39410312778116,160.28416729371574,169.6153418133615,176.30311326015243,162.46519609750925
157,2617,175.2446162757091,166.70158540831468,160.4616003747714,174.0806608574941,162.4033343010029,169.85935481643466,161.82960822651472,167.33128338609137,176.70932204101354,163.73734465387759
158,2634,172.7169991138895,168.7937513208658,161.14706125141382,173.43648897895196,161.39465123240788,170.5396922704127,162.5183408534387,167.99011991823704,176.40338472121198,165.25764346121886
159,2651,170.80394830754636,170.24332101191328,161.86840469286636,173.38543339295353,161.32032003955783,170.78543854864168,163.40797598807552,168.7477337843137,175.2560456418113,166.8941514328663
160,2667,169.34227093114927,170.86250303869707,161.6523675696304,172.58997793791096,161.84993836558442,170.2914513891091,163.5813432272488,168.27609190455158,173.2000501274336,168.48143947802527
161,2684,167.45012568755425,169.9312632525537,162.47351589131605,171.49069528982298,162.3108829477444,169.00311501781775,163.81288159117875,166.45180719841235,171.1115920631697,169.30648480646892
162,2701,166.59501570182903,171.54724599954798,162.76906388117948,170.33465571578415,162.25683865026977,168.39131202360596,163.43233817427424,165.0781544006864,169.38167194839366,170.27561692471556
